ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
6,Cordoba,Cordoba Open,2/9/23,ATP250,Outdoor,Clay,2nd Round,3,Dellien H.,Pella G.,138,1018,411,10,6,3,6,4,,,,,,,2,0,Completed,1.44,2.75,1.47,2.91,1.48,2.91,1.44,2.76
6,Cordoba,Cordoba Open,2/9/23,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Lajovic D.,54,89,845,591,6,4,2,6,6,2,,,,,2,1,Completed,1.73,2.1,1.85,2.07,1.85,2.21,1.74,2.08
6,Cordoba,Cordoba Open,2/9/23,ATP250,Outdoor,Clay,2nd Round,3,Cerundolo F.,Delbonis F.,31,131,1377,426,6,3,3,6,7,5,,,,,2,1,Completed,1.53,2.5,1.6,2.52,1.62,2.61,1.56,2.4
6,Cordoba,Cordoba Open,2/10/23,ATP250,Outdoor,Clay,2nd Round,3,Cerundolo J.M.,Schwartzman D.,114,28,460,1460,7,6,6,1,,,,,,,2,0,Completed,2.1,1.73,2.05,1.87,2.11,1.87,2.04,1.77
6,Cordoba,Cordoba Open,2/10/23,ATP250,Outdoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,Sousa J.,54,162,845,362,6,4,2,6,6,1,,,,,2,1,Completed,1.36,3.2,1.4,3.2,1.4,3.26,1.36,3.1
6,Cordoba,Cordoba Open,2/10/23,ATP250,Outdoor,Clay,Quarterfinals,3,Coria F.,Cerundolo F.,67,31,775,1377,6,3,3,0,,,,,,,1,0,Retired,1.67,2.2,1.7,2.29,1.72,2.35,1.65,2.22
6,Cordoba,Cordoba Open,2/10/23,ATP250,Outdoor,Clay,Quarterfinals,3,Baez S.,Barrios M.,47,212,895,256,6,1,3,6,6,1,,,,,2,1,Completed,1.36,3.2,1.4,3.22,1.4,3.3,1.36,3.1
6,Cordoba,Cordoba Open,2/10/23,ATP250,Outdoor,Clay,Quarterfinals,3,Dellien H.,Cerundolo J.M.,138,114,411,460,6,7,6,4,6,0,,,,,2,1,Completed,2.3,1.62,2.3,1.69,2.33,1.71,2.23,1.64
6,Cordoba,Cordoba Open,2/11/23,ATP250,Outdoor,Clay,Semifinals,3,Coria F.,Ramos-Vinolas A.,67,54,775,845,6,4,7,6,,,,,,,2,0,Completed,1.73,2.1,1.82,2.1,1.82,2.13,1.74,2.08
6,Cordoba,Cordoba Open,2/11/23,ATP250,Outdoor,Clay,Semifinals,3,Baez S.,Dellien H.,47,138,895,411,6,4,6,4,,,,,,,2,0,Completed,1.44,2.75,1.52,2.72,1.53,2.8,1.48,2.63
6,Cordoba,Cordoba Open,2/12/23,ATP250,Outdoor,Clay,The Final,3,Baez S.,Coria F.,47,67,895,775,6,1,3,6,6,3,,,,,2,1,Completed,1.53,2.5,1.67,2.35,1.67,2.62,1.59,2.35
7,Dallas,Dallas Open,2/7/23,ATP250,Indoor,Hard,1st Round,3,Sock J.,Ivashka I.,141,74,405,715,7,6,4,6,6,4,,,,,2,1,Completed,3,1.4,2.88,1.47,3,1.48,2.8,1.43
7,Dallas,Dallas Open,2/7/23,ATP250,Indoor,Hard,1st Round,3,Giron M.,Rybakov A.,55,378,841,123,6,4,6,7,6,1,,,,,2,1,Completed,1.14,5.5,1.18,5.61,1.18,5.8,1.16,5.23
7,Dallas,Dallas Open,2/7/23,ATP250,Indoor,Hard,1st Round,3,Mcdonald M.,Verdasco F.,59,118,820,452,6,3,6,0,,,,,,,2,0,Completed,1.25,4,1.26,4.64,1.28,4.64,1.25,3.93
7,Dallas,Dallas Open,2/7/23,ATP250,Indoor,Hard,1st Round,3,Thompson J.,Kudla D.,84,92,604,573,6,1,7,5,,,,,,,2,0,Completed,1.73,2.1,1.74,2.2,1.8,2.23,1.72,2.11
7,Dallas,Dallas Open,2/7/23,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Johnson S.,63,120,791,448,7,6,6,2,,,,,,,2,0,Completed,1.57,2.38,1.58,2.51,1.62,2.53,1.57,2.38
7,Dallas,Dallas Open,2/7/23,ATP250,Indoor,Hard,1st Round,3,Wolf J.J.,Holt B.,43,195,922,302,6,3,6,3,,,,,,,2,0,Completed,1.33,3.4,1.33,3.6,1.37,3.84,1.33,3.26
7,Dallas,Dallas Open,2/8/23,ATP250,Indoor,Hard,1st Round,3,Albot R.,Krall L.,123,N/A,443,N/A,2,6,6,4,6,2,,,,,2,1,Completed,1.05,11,1.07,11.44,1.07,13,1.05,10.45
7,Dallas,Dallas Open,2/8/23,ATP250,Indoor,Hard,1st Round,3,Wu Y.,Mmoh M.,97,86,544,599,6,3,3,6,6,3,,,,,2,1,Completed,1.67,2.2,1.71,2.25,1.78,2.3,1.7,2.15
7,Dallas,Dallas Open,2/8/23,ATP250,Indoor,Hard,1st Round,3,Isner J.,Tseng C. H.,39,108,980,500,7,6,7,6,,,,,,,2,0,Completed,1.25,4,1.32,3.7,1.33,4.04,1.28,3.6
7,Dallas,Dallas Open,2/8/23,ATP250,Indoor,Hard,1st Round,3,Gomez E.,Diallo G.,102,211,533,260,6,4,6,7,7,6,,,,,2,1,Completed,1.73,2.1,1.87,2.05,2,1.8,2,1.8
7,Dallas,Dallas Open,2/8/23,ATP250,Indoor,Hard,1st Round,3,Altmaier D.,Svajda Z.,99,265,539,203,6,2,6,4,,,,,,,2,0,Completed,1.91,1.91,1.98,1.91,2.01,2,1.9,1.89
7,Dallas,Dallas Open,2/8/23,ATP250,Indoor,Hard,1st Round,3,Otte O.,Eubanks C.,80,104,666,524,6,4,4,6,6,2,,,,,2,1,Completed,2.3,1.62,2.61,1.55,2.65,1.64,2.41,1.56
7,Dallas,Dallas Open,2/8/23,ATP250,Indoor,Hard,2nd Round,3,Wolf J.J.,Albot R.,43,123,922,443,6,3,7,6,,,,,,,2,0,Completed,1.14,5.5,1.17,5.85,1.17,6.05,1.15,5.37
7,Dallas,Dallas Open,2/9/23,ATP250,Indoor,Hard,2nd Round,3,Tiafoe F.,Mcdonald M.,14,59,2305,820,6,1,6,3,,,,,,,2,0,Completed,1.5,2.63,1.56,2.61,1.58,2.63,1.53,2.49
7,Dallas,Dallas Open,2/9/23,ATP250,Indoor,Hard,2nd Round,3,Wu Y.,Shapovalov D.,97,27,544,1560,7,6,6,4,,,,,,,2,0,Completed,3.2,1.36,3.04,1.44,3.32,1.45,2.96,1.39
7,Dallas,Dallas Open,2/9/23,ATP250,Indoor,Hard,2nd Round,3,Gomez E.,Kecmanovic M.,102,33,533,1275,2,6,7,6,6,4,,,,,2,1,Completed,3.75,1.29,3.89,1.3,4,1.31,3.63,1.28
7,Dallas,Dallas Open,2/9/23,ATP250,Indoor,Hard,2nd Round,3,Mannarino A.,Thompson J.,63,84,791,604,6,2,7,6,,,,,,,2,0,Completed,1.53,2.5,1.59,2.53,1.61,2.53,1.57,2.39
7,Dallas,Dallas Open,2/9/23,ATP250,Indoor,Hard,2nd Round,3,Isner J.,Altmaier D.,39,99,980,539,6,3,7,6,,,,,,,2,0,Completed,1.44,2.75,1.46,2.94,1.54,3.75,1.43,2.81
7,Dallas,Dallas Open,2/10/23,ATP250,Indoor,Hard,2nd Round,3,Fritz T.,Sock J.,8,141,3410,405,7,6,6,4,,,,,,,2,0,Completed,1.11,6.5,1.14,6.68,1.15,6.68,1.13,5.98
7,Dallas,Dallas Open,2/10/23,ATP250,Indoor,Hard,2nd Round,3,Giron M.,Otte O.,55,80,841,666,6,4,6,3,,,,,,,2,0,Completed,1.5,2.63,1.54,2.66,1.57,2.7,1.51,2.54
7,Dallas,Dallas Open,2/10/23,ATP250,Indoor,Hard,Quarterfinals,3,Wolf J.J.,Tiafoe F.,43,14,922,2305,4,6,6,3,6,4,,,,,2,1,Completed,2.75,1.44,2.91,1.47,2.91,1.48,2.77,1.44
7,Dallas,Dallas Open,2/10/23,ATP250,Indoor,Hard,Quarterfinals,3,Isner J.,Gomez E.,39,102,980,533,7,6,7,5,,,,,,,2,0,Completed,1.25,4,1.27,4.17,1.28,4.33,1.24,4
7,Dallas,Dallas Open,2/11/23,ATP250,Indoor,Hard,Quarterfinals,3,Fritz T.,Giron M.,8,55,3410,841,7,6,3,6,6,3,,,,,2,1,Completed,1.22,4.33,1.26,4.31,1.27,4.7,1.23,4.11
7,Dallas,Dallas Open,2/11/23,ATP250,Indoor,Hard,Quarterfinals,3,Wu Y.,Mannarino A.,97,63,544,791,6,3,6,4,,,,,,,2,0,Completed,2,1.8,2.09,1.83,2.1,1.83,2.02,1.78
7,Dallas,Dallas Open,2/11/23,ATP250,Indoor,Hard,Semifinals,3,Isner J.,Wolf J.J.,39,43,980,922,3,6,7,5,7,6,,,,,2,1,Completed,2.1,1.73,2.22,1.74,2.25,1.78,2.12,1.72
7,Dallas,Dallas Open,2/11/23,ATP250,Indoor,Hard,Semifinals,3,Wu Y.,Fritz T.,97,8,544,3410,6,7,7,5,6,4,,,,,2,1,Completed,3.75,1.29,3.88,1.3,3.9,1.33,3.62,1.29
7,Dallas,Dallas Open,2/12/23,ATP250,Indoor,Hard,The Final,3,Wu Y.,Isner J.,97,39,544,980,6,7,7,6,7,6,,,,,2,1,Completed,1.8,2,1.87,2.04,1.92,2.1,1.83,1.97
8,Montpellier,Open Sud de France,2/6/23,ATP250,Indoor,Hard,1st Round,3,Fils A.,Gasquet R.,163,45,361,910,7,5,7,5,,,,,,,2,0,Completed,2.63,1.5,2.68,1.52,2.74,1.55,2.57,1.5
8,Montpellier,Open Sud de France,2/6/23,ATP250,Indoor,Hard,1st Round,3,Basilashvili N.,Lestienne C.,87,48,595,879,6,7,7,5,6,2,,,,,2,1,Completed,3,1.4,3.01,1.43,3.2,1.47,2.89,1.41
8,Montpellier,Open Sud de France,2/7/23,ATP250,Indoor,Hard,1st Round,3,Krajinovic F.,Karatsev A.,71,95,755,555,3,6,7,6,6,2,,,,,2,1,Completed,1.8,2,1.83,2.06,1.87,2.08,1.8,2
8,Montpellier,Open Sud de France,2/7/23,ATP250,Indoor,Hard,1st Round,3,Halys Q.,Chidekh C.,70,434,756,101,7,5,2,6,7,5,,,,,2,1,Completed,1.33,3.4,1.35,3.5,1.35,3.6,1.31,3.39
8,Montpellier,Open Sud de France,2/7/23,ATP250,Indoor,Hard,1st Round,3,Cressy M.,Bellier A.,51,190,857,313,6,3,6,2,,,,,,,2,0,Completed,1.22,4.33,1.23,4.67,1.28,4.67,1.21,4.3
8,Montpellier,Open Sud de France,2/7/23,ATP250,Indoor,Hard,1st Round,3,Fucsovics M.,Blancaneaux G.,69,151,767,379,7,5,5,7,6,0,,,,,2,1,Completed,1.29,3.75,1.34,3.55,1.34,3.75,1.31,3.42
8,Montpellier,Open Sud de France,2/7/23,ATP250,Indoor,Hard,1st Round,3,Huesler M.A.,Van Assche L.,49,145,876,397,6,3,3,6,6,3,,,,,2,1,Completed,1.44,2.75,1.46,2.9,1.5,3,1.44,2.76
8,Montpellier,Open Sud de France,2/7/23,ATP250,Indoor,Hard,1st Round,3,Sonego L.,Bonzi B.,56,42,835,956,6,3,6,4,,,,,,,2,0,Completed,2,1.8,2,1.89,2,1.92,1.94,1.85
8,Montpellier,Open Sud de France,2/7/23,ATP250,Indoor,Hard,1st Round,3,Rinderknech A.,Nardi L.,68,164,772,360,6,4,6,4,,,,,,,2,0,Completed,1.57,2.38,1.66,2.34,1.67,2.45,1.61,2.3
8,Montpellier,Open Sud de France,2/8/23,ATP250,Indoor,Hard,1st Round,3,Ruusuvuori E.,Ymer M.,53,73,846,741,6,4,6,0,,,,,,,2,0,Completed,2,1.8,1.95,1.93,2,1.95,1.93,1.86
8,Montpellier,Open Sud de France,2/8/23,ATP250,Indoor,Hard,1st Round,3,Davidovich Fokina A.,Humbert U.,32,85,1325,603,1,6,7,6,,,,,,,1,1,Retired,2.2,1.67,2.22,1.73,2.25,1.74,2.16,1.68
8,Montpellier,Open Sud de France,2/8/23,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Bublik A.,75,50,713,865,6,4,6,7,7,6,,,,,2,1,Completed,1.8,2,1.89,2,1.9,2.1,1.79,2.01
8,Montpellier,Open Sud de France,2/8/23,ATP250,Indoor,Hard,2nd Round,3,Sinner J.,Fucsovics M.,17,69,2195,767,,,,,,,,,,,,,Walkover,1.14,5.5,1.18,5.57,1.18,5.82,1.16,5.06
8,Montpellier,Open Sud de France,2/8/23,ATP250,Indoor,Hard,2nd Round,3,Fils A.,Bautista Agut R.,163,24,361,1740,6,3,6,4,,,,,,,2,0,Completed,3.75,1.29,3.99,1.29,4.12,1.32,3.75,1.27
8,Montpellier,Open Sud de France,2/9/23,ATP250,Indoor,Hard,2nd Round,3,Cressy M.,Ruusuvuori E.,51,53,857,846,6,4,6,4,,,,,,,2,0,Completed,2.75,1.44,2.82,1.5,2.87,1.57,2.71,1.45
8,Montpellier,Open Sud de France,2/9/23,ATP250,Indoor,Hard,2nd Round,3,Halys Q.,Davidovich Fokina A.,70,32,756,1325,6,3,6,3,,,,,,,2,0,Completed,2.1,1.73,2.08,1.84,2.19,1.84,2.06,1.75
8,Montpellier,Open Sud de France,2/9/23,ATP250,Indoor,Hard,2nd Round,3,Sonego L.,Krajinovic F.,56,71,835,755,7,5,6,1,,,,,,,2,0,Completed,1.53,2.5,1.61,2.47,1.67,2.61,1.56,2.39
8,Montpellier,Open Sud de France,2/9/23,ATP250,Indoor,Hard,2nd Round,3,Coric B.,Rinderknech A.,23,68,1770,772,6,3,7,5,,,,,,,2,0,Completed,1.4,3,1.46,2.95,1.48,3,1.42,2.82
8,Montpellier,Open Sud de France,2/9/23,ATP250,Indoor,Hard,2nd Round,3,Rune H.,Huesler M.A.,9,49,3046,876,7,6,6,2,,,,,,,2,0,Completed,1.3,3.5,1.33,3.67,1.34,3.67,1.3,3.43
8,Montpellier,Open Sud de France,2/9/23,ATP250,Indoor,Hard,2nd Round,3,Barrere G.,Basilashvili N.,75,87,713,595,6,3,6,4,,,,,,,2,0,Completed,1.53,2.5,1.63,2.45,1.63,2.88,1.54,2.45
8,Montpellier,Open Sud de France,2/10/23,ATP250,Indoor,Hard,Quarterfinals,3,Fils A.,Halys Q.,163,70,361,756,7,6,6,3,,,,,,,2,0,Completed,2,1.8,2.08,1.84,2.15,1.84,2.01,1.79
8,Montpellier,Open Sud de France,2/10/23,ATP250,Indoor,Hard,Quarterfinals,3,Sinner J.,Sonego L.,17,56,2195,835,6,4,6,2,,,,,,,2,0,Completed,1.3,3.5,1.34,3.57,1.34,3.85,1.3,3.49
8,Montpellier,Open Sud de France,2/10/23,ATP250,Indoor,Hard,Quarterfinals,3,Rune H.,Barrere G.,9,75,3046,713,7,6,7,6,,,,,,,2,0,Completed,1.2,4.5,1.19,5.36,1.21,5.54,1.18,4.82
8,Montpellier,Open Sud de France,2/10/23,ATP250,Indoor,Hard,Quarterfinals,3,Cressy M.,Coric B.,51,23,857,1770,7,6,6,4,,,,,,,2,0,Completed,3.2,1.36,3.26,1.39,3.26,1.43,3.07,1.36
8,Montpellier,Open Sud de France,2/11/23,ATP250,Indoor,Hard,Semifinals,3,Sinner J.,Fils A.,17,163,2195,361,7,5,6,2,,,,,,,2,0,Completed,1.25,4,1.25,4.5,1.27,4.5,1.24,4.02
8,Montpellier,Open Sud de France,2/11/23,ATP250,Indoor,Hard,Semifinals,3,Cressy M.,Rune H.,51,9,857,3046,7,5,6,7,7,6,,,,,2,1,Completed,4,1.25,4.37,1.26,4.37,1.28,4.05,1.24
8,Montpellier,Open Sud de France,2/12/23,ATP250,Indoor,Hard,The Final,3,Sinner J.,Cressy M.,17,51,2195,857,7,6,6,3,,,,,,,2,0,Completed,1.3,3.5,1.33,3.69,1.35,4.03,1.3,3.5
9,Buenos Aires,Argentina Open,2/13/23,ATP250,Outdoor,Clay,1st Round,3,Zapata Miralles B.,Martinez P.,74,73,702,726,6,1,3,6,6,4,,,,,2,1,Completed,1.91,1.91,1.83,2.07,1.91,2.07,1.83,1.96
9,Buenos Aires,Argentina Open,2/13/23,ATP250,Outdoor,Clay,1st Round,3,Cachin P.,Monteiro T.,68,78,777,676,7,6,6,4,,,,,,,2,0,Completed,2.2,1.67,2.17,1.76,2.2,1.76,2.11,1.71
9,Buenos Aires,Argentina Open,2/13/23,ATP250,Outdoor,Clay,1st Round,3,Djere L.,Fognini F.,57,66,793,778,6,4,6,4,,,,,,,2,0,Completed,1.36,3.2,1.32,3.72,1.36,3.72,1.33,3.26
9,Buenos Aires,Argentina Open,2/14/23,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Pella G.,67,723,777,30,6,4,7,5,,,,,,,2,0,Completed,1.44,2.75,1.59,2.49,1.59,2.75,1.51,2.5
9,Buenos Aires,Argentina Open,2/14/23,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Ramos-Vinolas A.,76,44,695,915,7,5,6,4,,,,,,,2,0,Completed,2.2,1.67,2.31,1.68,2.31,1.68,2.22,1.65
9,Buenos Aires,Argentina Open,2/14/23,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,Dellien H.,82,107,651,501,3,6,6,2,6,2,,,,,2,1,Completed,2.1,1.73,2.11,1.81,2.15,1.81,2.08,1.74
9,Buenos Aires,Argentina Open,2/14/23,ATP250,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Galan D.E.,127,85,428,614,7,6,6,3,,,,,,,2,0,Completed,1.57,2.38,1.71,2.25,1.71,2.38,1.65,2.22
9,Buenos Aires,Argentina Open,2/14/23,ATP250,Outdoor,Clay,1st Round,3,Cerundolo F.,Hanfmann Y.,30,134,1365,419,6,2,4,6,7,5,,,,,2,1,Completed,1.57,2.38,1.63,2.41,1.65,2.41,1.6,2.31
9,Buenos Aires,Argentina Open,2/14/23,ATP250,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Coria F.,191,49,316,880,7,6,7,5,,,,,,,2,0,Completed,2.38,1.57,2.56,1.56,2.58,1.6,2.45,1.54
9,Buenos Aires,Argentina Open,2/14/23,ATP250,Outdoor,Clay,1st Round,3,Lajovic D.,Baez S.,90,36,591,1125,3,6,7,6,6,3,,,,,2,1,Completed,2.75,1.44,3.01,1.43,3.1,1.53,2.69,1.46
9,Buenos Aires,Argentina Open,2/14/23,ATP250,Outdoor,Clay,1st Round,3,Varillas J. P.,Sousa J.,101,142,541,407,6,2,7,5,,,,,,,2,0,Completed,1.44,2.75,1.49,2.79,1.49,2.83,1.45,2.72
9,Buenos Aires,Argentina Open,2/15/23,ATP250,Outdoor,Clay,1st Round,3,Thiem D.,Molcan A.,99,51,550,850,7,6,6,3,,,,,,,2,0,Completed,1.67,2.2,1.69,2.29,1.76,2.32,1.66,2.18
9,Buenos Aires,Argentina Open,2/15/23,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Carballes Baena R.,82,76,651,695,4,6,6,1,6,2,,,,,2,1,Completed,1.91,1.91,1.83,2.09,1.91,2.09,1.82,1.97
9,Buenos Aires,Argentina Open,2/15/23,ATP250,Outdoor,Clay,2nd Round,3,Norrie C.,Diaz Acosta F.,12,191,2715,316,4,6,7,5,7,6,,,,,2,1,Completed,1.29,3.75,1.31,3.84,1.33,3.85,1.28,3.64
9,Buenos Aires,Argentina Open,2/15/23,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,Ugo Carabelli C.,90,127,591,428,6,3,6,1,,,,,,,2,0,Completed,1.53,2.5,1.57,2.57,1.65,2.57,1.56,2.39
9,Buenos Aires,Argentina Open,2/16/23,ATP250,Outdoor,Clay,2nd Round,3,Alcaraz C.,Djere L.,2,57,6730,793,6,2,4,6,6,2,,,,,2,1,Completed,1.25,4,1.28,4.07,1.3,4.1,1.26,3.76
9,Buenos Aires,Argentina Open,2/16/23,ATP250,Outdoor,Clay,2nd Round,3,Varillas J. P.,Thiem D.,101,99,541,550,6,4,6,4,,,,,,,2,0,Completed,3.2,1.36,3.16,1.41,3.2,1.44,2.97,1.39
9,Buenos Aires,Argentina Open,2/16/23,ATP250,Outdoor,Clay,2nd Round,3,Cerundolo F.,Munar J.,30,67,1365,777,6,2,6,1,,,,,,,2,0,Completed,1.62,2.3,1.56,2.6,1.62,2.6,1.58,2.37
9,Buenos Aires,Argentina Open,2/16/23,ATP250,Outdoor,Clay,2nd Round,3,Musetti L.,Cachin P.,20,68,1821,777,6,2,6,3,,,,,,,2,0,Completed,1.33,3.4,1.34,3.59,1.36,3.59,1.32,3.32
9,Buenos Aires,Argentina Open,2/16/23,ATP250,Outdoor,Clay,2nd Round,3,Zapata Miralles B.,Schwartzman D.,74,32,702,1310,6,1,6,3,,,,,,,2,0,Completed,2.38,1.57,2.37,1.66,2.68,1.66,2.36,1.58
9,Buenos Aires,Argentina Open,2/17/23,ATP250,Outdoor,Clay,Quarterfinals,3,Norrie C.,Etcheverry T.,12,82,2715,651,5,7,6,0,6,3,,,,,2,1,Completed,1.57,2.38,1.66,2.38,1.66,2.5,1.58,2.36
9,Buenos Aires,Argentina Open,2/17/23,ATP250,Outdoor,Clay,Quarterfinals,3,Varillas J. P.,Musetti L.,101,20,541,1821,6,4,6,4,,,,,,,2,0,Completed,3.5,1.3,3.8,1.31,3.8,1.33,3.44,1.3
9,Buenos Aires,Argentina Open,2/17/23,ATP250,Outdoor,Clay,Quarterfinals,3,Alcaraz C.,Lajovic D.,2,90,6730,591,6,4,6,2,,,,,,,2,0,Completed,1.14,5.5,1.17,6.2,1.18,6.81,1.14,5.44
9,Buenos Aires,Argentina Open,2/18/23,ATP250,Outdoor,Clay,Quarterfinals,3,Zapata Miralles B.,Cerundolo F.,74,30,702,1365,6,3,6,7,6,3,,,,,2,1,Completed,2.63,1.5,2.72,1.52,2.79,1.57,2.6,1.49
9,Buenos Aires,Argentina Open,2/18/23,ATP250,Outdoor,Clay,Semifinals,3,Norrie C.,Varillas J. P.,12,101,2715,541,7,6,6,4,,,,,,,2,0,Completed,1.53,2.5,1.57,2.58,1.61,2.67,1.52,2.51
9,Buenos Aires,Argentina Open,2/18/23,ATP250,Outdoor,Clay,Semifinals,3,Alcaraz C.,Zapata Miralles B.,2,74,6730,702,6,2,6,2,,,,,,,2,0,Completed,1.11,6.5,1.12,7.96,1.12,7.96,1.11,6.73
9,Buenos Aires,Argentina Open,2/19/23,ATP250,Outdoor,Clay,The Final,3,Alcaraz C.,Norrie C.,2,12,6730,2715,6,3,7,5,,,,,,,2,0,Completed,1.17,5,1.21,5.13,1.21,5.5,1.17,4.96
10,Delray Beach,Delray Beach Open,2/13/23,ATP250,Outdoor,Hard,1st Round,3,Kudla D.,Thompson J.,95,93,573,579,3,6,6,4,7,6,,,,,2,1,Completed,1.62,2.3,1.62,2.43,1.64,2.5,1.59,2.33
10,Delray Beach,Delray Beach Open,2/13/23,ATP250,Outdoor,Hard,1st Round,3,Gomez E.,Wu T.L.,94,172,578,346,7,6,6,4,,,,,,,2,0,Completed,1.91,1.91,1.97,1.92,1.97,2.06,1.9,1.89
10,Delray Beach,Delray Beach Open,2/13/23,ATP250,Outdoor,Hard,1st Round,3,Borges N.,Johnson S.,104,118,514,448,6,4,3,6,6,4,,,,,2,1,Completed,1.36,3.2,1.38,3.29,1.44,3.29,1.38,2.99
10,Delray Beach,Delray Beach Open,2/13/23,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Otte O.,34,80,1232,666,6,3,0,6,6,4,,,,,2,1,Completed,1.3,3.5,1.35,3.46,1.39,3.5,1.32,3.32
10,Delray Beach,Delray Beach Open,2/14/23,ATP250,Outdoor,Hard,1st Round,3,Mmoh M.,Kovacevic A.,87,122,599,435,6,4,3,6,6,3,,,,,2,1,Completed,1.73,2.1,1.7,2.26,1.83,2.26,1.7,2.13
10,Delray Beach,Delray Beach Open,2/14/23,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,Altmaier D.,59,97,791,559,4,6,6,3,6,4,,,,,2,1,Completed,1.4,3,1.42,3.07,1.43,3.16,1.39,2.93
10,Delray Beach,Delray Beach Open,2/14/23,ATP250,Outdoor,Hard,1st Round,3,Wolf J.J.,Ivashka I.,39,77,996,686,7,5,6,3,,,,,,,2,0,Completed,1.36,3.2,1.43,3.04,1.43,3.2,1.38,2.97
10,Delray Beach,Delray Beach Open,2/14/23,ATP250,Outdoor,Hard,1st Round,3,Mcdonald M.,Daniel T.,56,106,795,502,6,2,6,2,,,,,,,2,0,Completed,1.36,3.2,1.39,3.24,1.43,3.25,1.36,3.08
10,Delray Beach,Delray Beach Open,2/14/23,ATP250,Outdoor,Hard,1st Round,3,Vukic A.,Eubanks C.,171,102,347,524,6,7,6,3,6,4,,,,,2,1,Completed,2.38,1.57,2.3,1.68,2.4,1.68,2.27,1.62
10,Delray Beach,Delray Beach Open,2/14/23,ATP250,Outdoor,Hard,1st Round,3,Albot R.,Verdasco F.,113,133,463,419,7,6,7,6,,,,,,,2,0,Completed,1.57,2.38,1.53,2.67,1.66,2.7,1.51,2.53
10,Delray Beach,Delray Beach Open,2/14/23,ATP250,Outdoor,Hard,1st Round,3,Pecotic M.,Sock J.,784,143,24,405,4,6,6,2,6,2,,,,,2,1,Completed,4,1.25,4.25,1.26,4.5,1.26,3.98,1.24
10,Delray Beach,Delray Beach Open,2/15/23,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Shelton B.,55,42,796,964,6,4,6,4,,,,,,,2,0,Completed,2.2,1.67,2.16,1.77,2.35,1.77,2.14,1.7
10,Delray Beach,Delray Beach Open,2/15/23,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Borges N.,33,104,1275,514,6,3,7,5,,,,,,,2,0,Completed,1.44,2.75,1.53,2.71,1.53,3,1.46,2.7
10,Delray Beach,Delray Beach Open,2/15/23,ATP250,Outdoor,Hard,2nd Round,3,Mcdonald M.,Nishioka Y.,56,34,795,1232,6,3,3,6,6,2,,,,,2,1,Completed,2.1,1.73,1.99,1.92,2.15,1.92,2.01,1.79
10,Delray Beach,Delray Beach Open,2/15/23,ATP250,Outdoor,Hard,2nd Round,3,Giron M.,Pecotic M.,55,784,796,24,6,3,6,3,,,,,,,2,0,Completed,1.13,6,1.19,5.46,1.19,6.05,1.15,5.31
10,Delray Beach,Delray Beach Open,2/16/23,ATP250,Outdoor,Hard,2nd Round,3,Mmoh M.,Shapovalov D.,87,27,599,1560,7,5,3,6,6,3,,,,,2,1,Completed,3.75,1.29,4.01,1.29,4.01,1.3,3.65,1.28
10,Delray Beach,Delray Beach Open,2/16/23,ATP250,Outdoor,Hard,2nd Round,3,Albot R.,Vukic A.,113,171,463,347,6,4,6,4,,,,,,,2,0,Completed,2.1,1.73,2.21,1.75,2.21,1.76,2.1,1.73
10,Delray Beach,Delray Beach Open,2/16/23,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Kudla D.,18,95,1835,573,6,3,6,4,,,,,,,2,0,Completed,1.17,5,1.17,6.05,1.18,6.05,1.16,5.18
10,Delray Beach,Delray Beach Open,2/16/23,ATP250,Outdoor,Hard,2nd Round,3,Mannarino A.,Wolf J.J.,59,39,791,996,7,5,6,2,,,,,,,2,0,Completed,2.38,1.57,2.46,1.62,2.58,1.67,2.33,1.6
10,Delray Beach,Delray Beach Open,2/17/23,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,Gomez E.,7,94,3455,578,6,4,6,3,,,,,,,2,0,Completed,1.07,9,1.1,9,1.1,9.33,1.07,8.04
10,Delray Beach,Delray Beach Open,2/17/23,ATP250,Outdoor,Hard,Quarterfinals,3,Kecmanovic M.,Giron M.,33,55,1275,796,7,6,6,3,,,,,,,2,0,Completed,1.91,1.91,2.11,1.82,2.11,1.91,1.98,1.82
